id_da_onda,operacao,numero_da_onda,codinome_farsi_da_onda,codinome_ingles_da_onda,anunciado_utc,fonte_do_anuncio,horario_provavel_de_lancamento,horario_lancamento_israel,horario_lancamento_ira,fase_solar_local_lancamento,fase_solar_alvo,dia_do_conflito,horas_desde_ultima_onda,tempo_entre_ondas_minutos,duracao_da_onda_minutos,carga_util,drones_utilizados,misseis_balisticos_utilizados,misseis_de_cruzeiro_utilizados,emad_used,ghadr_used,sejjil_used,kheibar_shekan_used,fattah_used,shahed_136_used,shahed_238_used,shahed_131_used,shahed_107_used,shahed_129_used,mohajer_6_used,bm_liquid_fueled,bm_solid_fueled,bm_marv_equipped,bm_hypersonic,bm_cluster_warhead,cluster_munitions,cluster_warhead_confirmed,cluster_carrier_missile,cluster_submunition_count,cluster_submunition_explosive_kg,cluster_dispersal_radius_km,israel_targeted,us_bases_targeted,alvos,landings_countries_iso,paises_de_impacto,targeted_tel_aviv,targeted_jerusalem,targeted_haifa,targeted_negev_beersheba,targeted_northern_periphery,targeted_eilat,us_bases_list,us_naval_vessels_list,target_lat,target_lon,target_generic_location,launch_site_description,launch_site_lat,launch_site_lon,launch_site_generic_location,interceptado,interception_systems,intercepted_by_israel,intercepted_by_us,intercepted_by_uk,intercepted_by_jordan,intercepted_by_other,estimated_intercept_count,estimated_intercept_rate,exoatmospheric_interception,endoatmospheric_interception,interception_report,estimated_munitions_count,munitions_targeting_israel,munitions_targeting_us_bases,cumulative_total,small_number_of_missiles,danos,mortes,feridos,civilian_casualties,military_casualties,new_country_targeted,new_weapon_first_use,proxy_involvement,proxy_description,descricao,iranian_media_claims,idf_statement,source_urls,target_iaf_base,target_us_base,target_naval_base,target_naval_vessel,target_government_c2,target_military_industrial,target_intelligence,target_civilian_infrastructure,target_civilian_area,target_diplomatic,narrativa
tp3_w19,tp3,19,,,2025-06-22T06:00:00Z,IRGC,2025-06-22T06:00:00Z,2025-06-22T09:00:00+0300,2025-06-22T11:30:00+0330,5.0,5.0,10,16.0,,,Combined missiles and drones — large combined operation,True,True,False,True,True,False,False,False,True,False,True,,,,True,False,False,False,,False,,,,,,True,False,Strategic targets — large combined operation,IL,Israel,True,False,True,False,False,False,,,32.445,34.885,True,Western Iran,34.31,47.07,True,True,"Arrow-2, Arrow-3, THAAD, Iron Dome",True,True,False,False,,,,True,True,,,,0.0,,,,,,,,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,False,Described by Iran as a large combined operation against strategic targets. This wave involved both drone swarms and ballistic missiles in a coordinated strike designed to saturate defenses from multiple vectors simultaneously.
tp3_w20,tp3,20,,,2025-06-22T10:00:00Z,IRGC,2025-06-22T10:00:00Z,2025-06-22T13:00:00+0300,2025-06-22T15:30:00+0330,5.0,5.0,10,4.0,,,"40 missiles (solid + liquid fuel), Kheibar Shekan multi-warhead variant (first use)",False,True,False,True,True,False,True,False,False,False,,,,,True,True,True,False,,False,,,,,,True,False,"Ben Gurion Airport, biological research centers, C2 facilities",IL,Israel,True,False,False,False,False,False,,,32.07,34.77,True,Central/western Iran,34.31,47.07,True,True,"Arrow-2, Arrow-3, THAAD",True,True,False,False,,,,True,True,10 of 27 ballistic missiles hit Israel — highest single-wave penetration rate (~37%),40.0,40.0,0.0,,,Ben Gurion Airport temporarily shut down; flight diversions for 36 hours,,,,,False,True,False,,,,,https://www.newsonair.gov.in/iran-launches-true-promise-3-wave-20-missile-strike-on-israel-targeting-ben-gurion-airport-military-facilities/,False,False,False,False,True,False,False,True,False,False,"A major escalation targeting Ben Gurion Airport (Israel's primary international airport), biological research centres, and C2 facilities. Striking the airport represented a direct threat to Israel's connectivity with the outside world and its ability to receive military resupply."
tp3_w21,tp3,21,,,2025-06-23T09:00:00Z,IRGC,2025-06-23T09:00:00Z,2025-06-23T12:00:00+0300,2025-06-23T14:30:00+0330,5.0,5.0,11,23.0,,,"Kheibar/Qadr-H multi-warhead (first use), new-gen missiles",False,True,False,False,True,False,True,False,False,False,,,,,True,True,True,False,,False,,,,,,True,False,Military/strategic targets — new tactics for precision and destructiveness,IL,Israel,True,False,False,False,False,False,,,32.07,34.77,True,Central/western Iran,34.31,47.07,True,True,"Arrow-2, Arrow-3, THAAD",True,True,False,False,,,,True,True,,,,0.0,,,,,,,,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,False,Iran claimed new tactics for precision and destructiveness in this wave against military and strategic targets. The language suggested the introduction of updated guidance systems or warhead configurations refined based on lessons from earlier waves.
tp3_w22,tp3,22,,,2025-06-24T03:30:00Z,IRGC,2025-06-24T03:30:00Z,2025-06-24T06:30:00+0300,2025-06-24T09:00:00+0330,5.0,5.0,12,18.5,,,14 missiles — final wave before ceasefire,False,True,False,True,True,False,False,False,False,False,,,,,True,False,False,False,,False,,,,,,True,False,Military and logistical centers — final wave minutes before US-brokered ceasefire,IL,Israel,False,False,False,True,False,False,,,31.25,34.79,True,Western Iran,34.31,47.07,True,True,"Arrow-2, Arrow-3, THAAD",True,True,False,False,,,,True,True,,14.0,14.0,0.0,,,"Beersheba residential building struck at 5:40am IST. 4 killed, 20 injured. Final missiles until 7:10am. IRGC called it a 'historic lesson'.",4.0,20.0,4.0,,False,False,False,,,,,"https://www.presstv.co.uk/Detail/2025/06/24/750102/last-wave-op-true-promiseiii-delivered-historic-lesson-zionist-enemy-irgc, https://english.almayadeen.net/news/politics/irgc--22nd-wave-of-operation-true-promise-3-taught--israel",False,False,False,False,False,False,False,False,False,False,"The final wave of the Twelve-Day War, striking military and logistical centres in the last minutes before a US-brokered ceasefire took effect. The timing — launching right up to the ceasefire deadline — was a deliberate signal of Iranian resolve and willingness to continue. Over 22 waves, TP3 had launched an estimated 1,600–1,800 munitions at Israel."
tp4_w01,tp4,1,,,2026-02-28T18:30:00Z,IRGC,2026-02-28T18:00:00Z,2026-02-28T20:00:00+0200,2026-02-28T21:30:00+0330,0.0,0.0,1,,,,"Emad and Ghadr ballistic missiles, Shahed-136 drones",True,True,False,True,True,False,False,False,True,False,True,,,,True,False,False,False,,False,,,,,,True,True,"Nevatim airbase, Tel Aviv, US military facilities in Persian Gulf; USN Fifth Fleet HQ Bahrain; Port Jebel Ali UAE; Duqm port Oman (2 drones, 1 injured); Tankers off Oman coast","AE, BH, IL, IQ, JO, OM, QA","Bahrain, Iraq, Israel, Jordan, Oman, Qatar, United Arab Emirates",True,False,False,True,False,False,Mina Salman Naval Base,,31.07,34.79,False,Multiple sites in western Iran including Kermanshah and Tabriz regions,34.31,47.07,False,True,"Arrow-2, Arrow-3, Iron Dome, Aegis BMD / SM-3, THAAD, Patriot PAC-3",True,True,True,True,"France, UAE",,,True,True,Multi-layered coalition defense. US Navy destroyers engaged with SM-3. Arrow-3 exoatmospheric intercepts. Allied jets intercepted drones over Iraq/Jordan.,,,,,,"Impacts reported in Tel Aviv (1 fatality, 21 injuries) and Bnei Brak (several injuries). Damage to US facilities in Gulf region.",2.0,21.0,2.0,0.0,True,True,False,,First wave of Operation True Promise 4; large-scale coordinated attack with drones to saturate defenses followed by ballistic missiles. Launched hours after US-Israeli Operation Epic Fury/Roaring Lion strikes on Iran.,,IDF reports high interception rate in coordination with allies; minor damage to one base,,True,True,True,True,False,False,False,False,False,False,"The opening wave of True Promise 4 on 28 February 2026 marked a fundamental expansion of Iran's targeting doctrine. For the first time, US military facilities in the Persian Gulf were targeted alongside Israeli sites — including the USN Fifth Fleet headquarters in Bahrain, Port Jebel Ali in the UAE, and Duqm port in Oman. Nevatim Airbase and Tel Aviv were also hit. This wave shattered the geographic boundaries of the conflict."
tp4_w02,tp4,2,,,2026-02-28T21:00:00Z,IRGC,2026-02-28T20:30:00Z,2026-02-28T22:30:00+0200,2026-03-01T00:00:00+0330,0.0,0.0,1,2.5,,,"Ballistic missiles, Shahed-136 drones",True,True,False,True,True,False,False,False,True,False,True,,,,True,False,False,False,,False,,,,,,True,True,"Tel Aviv, US bases in Iraq","IL, IQ","Iraq, Israel",True,False,False,False,False,False,,,32.07,34.77,True,Western Iran,34.31,47.07,False,True,"Arrow-2, Arrow-3, Iron Dome, Patriot PAC-3",True,True,False,False,,,,True,True,,,,,,,,0.0,0.0,0.0,0.0,False,False,False,,Second wave continuing initial retaliatory barrage on Feb 28; 2-4 missiles per salvo pattern observed.,,,https://www.presstv.ir/Detail/2026/02/28/764843/irgc-launches-new-waves-true-promise-pummeling-occupied-territories,False,True,False,False,False,False,False,False,False,False,"The second wave struck Tel Aviv and US bases in Iraq, confirming that the TP4 expansion to American targets was not a one-off escalation but a sustained new doctrine. The targeting of Iraq-based US forces opened a second geographic axis."
tp4_w03,tp4,3,,,2026-02-28T23:45:00Z,IRGC,2026-02-28T23:30:00Z,2026-03-01T01:30:00+0200,2026-03-01T03:00:00+0330,0.0,0.0,1,3.0,,,"Advanced ballistic missiles, drones, cruise missiles",True,True,True,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,True,True,"Israeli naval base in Haifa, warship dock in Haifa, Ramat David Air Base, HaKirya (Ministry of War) Tel Aviv, Abdullah Al-Mubarak Air Base Kuwait, Harir base Iraq, Prince Sultan Air Base Saudi Arabia; Crowne Plaza Hotel Manama Bahrain; Etihad Towers Abu Dhabi (drone intercepted, debris damage); French base Camp de la Paix Abu Dhabi; Al-Salam Naval Base Abu Dhabi; Saudi oil refinery","AE, BH, IL, IQ, JO, KW, SA","Bahrain, Iraq, Israel, Jordan, Kuwait, Saudi Arabia, United Arab Emirates",True,False,True,False,True,False,"Abdullah Al-Mubarak Air Base, Harir Air Base",,32.58,35.09,True,Western and southwestern Iran,34.31,47.07,False,True,"Arrow-2, Iron Dome, Patriot PAC-3",True,True,False,False,,,,False,True,,35.0,,,35.0,,Abdullah Al-Mubarak Air Base in Kuwait reportedly disabled. Damage to Harir base in Iraq.,0.0,0.0,0.0,0.0,True,True,False,,Third wave; IRGC announced using more advanced missiles than True Promise 3. Expanded targeting to Gulf logistics infrastructure.,,,,True,True,True,True,True,False,False,True,True,False,"A massive multi-axis wave targeting the Israeli naval base and warship dock in Haifa, Ramat David Air Base, the HaKirya military headquarters in Tel Aviv, and multiple US/coalition bases across Kuwait, Iraq, and Saudi Arabia. Notably, the French base Camp de la Paix in Abu Dhabi was also targeted — expanding the conflict to non-US coalition forces. Etihad Towers in Abu Dhabi and the Crowne Plaza Hotel in Manama were struck, raising civilian casualty concerns."
tp4_w04,tp4,4,,,2026-03-01T01:00:00Z,IRGC,2026-03-01T00:45:00Z,2026-03-01T02:45:00+0200,2026-03-01T04:15:00+0330,0.0,0.0,2,1.2,,,"Kheibar Shekan ballistic missiles, drones",True,True,False,False,False,False,True,False,True,False,True,,,,False,True,False,False,,False,,,,,,True,True,"Beit Shams military-industrial complex, Ishtod military-industrial complex, US bases in Kuwait and Iraq","IL, IQ, KW","Iraq, Israel, Kuwait",True,False,False,True,False,False,,,31.66,34.78,True,Western Iran,34.31,47.07,False,True,"Arrow-2, Iron Dome, Patriot PAC-3",True,True,False,False,,,,False,True,,,,,35.0,,Continued strikes on Gulf and Israeli targets,0.0,0.0,0.0,0.0,False,False,False,,Fourth wave; continued expansion of targeting to military-industrial sites in Israel and Gulf bases.,,,"https://en.irna.ir/news/86089924/Third-and-fourth-waves-of-True-Promise-4-underway-IRGC, https://www.bernama.com/en/world/news.php?id=2528973",False,True,False,False,False,True,False,False,False,False,Strikes on the Beit Shams and Ishtod military-industrial complexes in Israel alongside US bases in Kuwait and Iraq. The targeting of defense industrial facilities echoed TP3's attempts to degrade Israeli military production capacity.
tp4_w05,tp4,5,,,2026-03-01T04:00:00Z,IRGC,2026-03-01T03:30:00Z,2026-03-01T05:30:00+0200,2026-03-01T07:00:00+0330,4.0,2.0,2,2.8,,,"Ballistic missiles, drones, cruise missiles",True,True,True,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,False,True,"American vessels in Indian Ocean, Abdullah Mubarak naval base Kuwait; Two missiles fired towards British bases on Cyprus (denied by Cyprus MoD)","CY, IO, KW","British Indian Ocean Territory, Cyprus, Kuwait",False,False,False,False,False,False,Abdullah Al-Mubarak Air Base,"MSP ammunition ship, MST fuel support ship",29.24,47.97,True,"Western Iran, IRGC naval positions",34.31,47.07,True,,,,False,True,False,,,,,False,,,,,,,IRGC claims strikes on American vessels and Abdullah Mubarak naval base in Kuwait. Oil tanker reportedly struck in Indian Ocean.,0.0,0.0,0.0,0.0,True,False,False,,Fifth wave; shift to maritime and Gulf targets. IRGC Navy involvement. MSP and MST logistics vessels in Indian Ocean reportedly struck (unverified).,,,,False,True,True,True,False,False,False,False,False,False,"A maritime-focused wave targeting American vessels in the Indian Ocean and the Abdullah Mubarak naval base in Kuwait. Two missiles were reportedly fired towards British bases on Cyprus, though this was denied by the Cyprus Ministry of Defence. If confirmed, this would represent the first targeting of European territory."
tp4_w06,tp4,6,,,2026-03-01T08:00:00Z,IRGC,2026-03-01T07:30:00Z,2026-03-01T09:30:00+0200,2026-03-01T11:00:00+0330,5.0,5.0,2,4.0,,,"Ballistic missiles, drones",True,True,False,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,True,False,"Tel Nof Air Base, HaKirya headquarters (Israeli Defense Ministry/military command) Tel Aviv, Israeli Navy base Haifa, Haifa military naval yard",IL,Israel,True,False,True,False,False,False,,,32.445,34.885,True,Western Iran,34.31,47.07,False,True,"Arrow-2, Arrow-3, David's Sling, Iron Dome",True,True,False,False,,,,True,True,,,,,,,"IRGC claims hits on Tel Nof Air Base, HaKirya HQ, and Haifa naval installations",0.0,0.0,0.0,0.0,False,False,False,,Sixth wave; escalation to targeting Israeli political-military command infrastructure in dense urban Tel Aviv. IRGC signaling ability to strike leadership centers.,,,https://english.almayadeen.net/news/politics/irgc-launches-sixth-wave-of-true-promise-4--retaliation-cont,True,False,True,False,True,False,False,False,False,False,"Strikes on Tel Nof Air Base, the HaKirya headquarters complex (IDF General Staff and Ministry of Defense) in Tel Aviv, and the Israeli Navy base and military naval yard in Haifa. This wave concentrated on high-value Israeli military command nodes."
tp4_w07,tp4,7,,,2026-03-01T14:00:00Z,IRGC / Tasnim News Agency,2026-03-01T13:30:00Z,2026-03-01T15:30:00+0200,2026-03-01T17:00:00+0330,5.0,5.0,2,6.0,,,"Ballistic missiles, drones, cruise missiles",True,True,True,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,True,True,"US/British oil tankers in Persian Gulf/Strait of Hormuz, Ali Al-Salem naval base Kuwait, Mohammed Al-Ahmad Naval Base Kuwait, Mina Salman US naval base Bahrain, USS Abraham Lincoln; Prince Sultan Airbase and King Khalid International Airport Saudi Arabia (intercepted); AWS data center UAE","AE, BH, IL, IO, KW, SA","Bahrain, British Indian Ocean Territory, Israel, Kuwait, Saudi Arabia, United Arab Emirates",False,False,False,False,False,False,"Ali Al-Salem Air Base, Mohammed Al-Ahmad Naval Base, Mina Salman Naval Base",USS Abraham Lincoln,29.35,47.52,True,"Western Iran, IRGC naval positions",34.31,47.07,True,,,,False,True,False,,,,,False,,,,,,,Three US/British oil tankers in Persian Gulf struck and reportedly engulfed in fire. Ali Al-Salem naval base Kuwait shut down. Heavy damage to US base in Bahrain.,0.0,0.0,0.0,0.0,True,False,False,,Seventh wave; massive expansion to maritime targets. IRGC claims 4 ballistic missiles fired at USS Abraham Lincoln carrier. Three oil tankers struck. Major Gulf base attacks.,"{""verification_status"": ""unconfirmed"", ""source_category"": ""iranian_state_and_aligned_media"", ""bias_warning"": ""Pro-Iranian sources; damage/casualty claims likely exaggerated"", ""sources"": [""tasnimnews.ir""], ""claimed_targets"": [""US Fifth Fleet in Bahrain"", ""Installations in Qatar"", ""Installations in UAE"", ""Military sites in Tel Aviv"", ""Military sites in Haifa""], ""claimed_effects"": [""Forced Israeli settlers into underground shelters"", ""Netanyahu took refuge in fortified bunker""], ""claimed_timing"": ""Approximately 4:00 PM local time (Iran)"", ""irgc_statement_number"": null, ""notable_claims"": [""Combined 7th and 8th wave announcement""]}",,,True,True,True,True,False,False,False,True,False,False,"One of TP4's most geographically dispersed waves. Targets included US and British oil tankers in the Persian Gulf and Strait of Hormuz, multiple naval bases in Kuwait and Bahrain, the USS Abraham Lincoln carrier, Prince Sultan Airbase and King Khalid International Airport in Saudi Arabia, and an AWS data centre in the UAE. The targeting of cloud computing infrastructure was unprecedented."
tp4_w08,tp4,8,,,2026-03-01T18:00:00Z,IRGC / Tasnim News Agency,2026-03-01T17:30:00Z,2026-03-01T19:30:00+0200,2026-03-01T21:00:00+0330,0.0,0.0,2,4.0,,,"Ballistic missiles, drones",True,True,False,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,True,True,"Continued strikes on American and Israeli targets, regional US bases","BH, IL, KW","Bahrain, Israel, Kuwait",False,False,False,False,False,False,,,,,,Western Iran,34.31,47.07,True,,,,True,True,False,,,,,False,,,,,,,IRGC claims 560 US military killed/wounded across waves 7-8 (unverified). Continued tanker fires.,0.0,0.0,0.0,0.0,False,False,False,,Eighth wave; continuation of wave 7 operations. IRGC claims massive US casualties (560 killed/wounded - unverified). Large-scale drone deployments.,"{""verification_status"": ""unconfirmed"", ""source_category"": ""iranian_state_and_aligned_media"", ""bias_warning"": ""Pro-Iranian sources; damage/casualty claims likely exaggerated"", ""sources"": [""tasnimnews.ir""], ""claimed_targets"": [""US-operated bases across West Asia"", ""US Fifth Fleet in Bahrain"", ""Installations in Qatar"", ""Installations in UAE""], ""claimed_effects"": [], ""irgc_statement_number"": null, ""notable_claims"": [""Combined announcement with wave 7""]}",,,False,True,False,False,False,False,False,False,False,False,A continuation wave maintaining strikes on American and Israeli targets across regional US bases. The sustained tempo of TP4 — multiple waves per day — was designed to exhaust defensive systems and complicate coalition force protection.
tp4_w09,tp4,9,,,2026-03-01T22:00:00Z,IRGC,2026-03-01T21:30:00Z,2026-03-01T23:30:00+0200,2026-03-02T01:00:00+0330,0.0,0.0,2,4.0,,,"Ballistic missiles, drones",True,True,False,,,,,,True,False,True,,,,False,False,False,False,True,True,True,,,,,True,True,"US naval assets, Israeli defense systems, drones across multiple regions; RAF Akrotiri Cyprus (1 drone hit airfield, 5 intercepted, minor damage)","BH, CY, IL, KW, QA","Bahrain, Cyprus, Israel, Kuwait, Qatar",True,False,False,False,False,False,,,32.07,34.77,True,Western Iran,34.31,47.07,True,,,,True,True,False,,,,,True,,,,,,,IRGC claims strikes on 60 strategic targets and 500 combined US/Israeli sites since operation start. Cluster munition warhead strike near Tel Aviv injured 12.,9.0,40.0,9.0,0.0,True,False,False,,Ninth wave; IRGC claims 700+ drones and hundreds of missiles launched since operation began. Cluster munition warhead used against Tel Aviv area (12 injuries).,,,"https://english.almayadeen.net/news/politics/irgc-launches-ninth-wave-of-operation-true-promise-4, https://news-pravda.com/usa/2026/03/01/2113467.html",False,False,False,True,False,False,False,False,False,False,"Multi-domain strikes on US naval assets, Israeli defense systems, and drone operations across multiple regions. RAF Akrotiri in Cyprus was struck — one drone hit the airfield and five were intercepted, causing minor damage. This confirmed the expansion of Iranian targeting to European-administered military facilities."
tp4_w10,tp4,10,,,2026-03-02T04:00:00Z,IRGC,2026-03-02T03:30:00Z,2026-03-02T05:30:00+0200,2026-03-02T07:00:00+0330,4.0,2.0,3,6.0,360.0,,Kheibar Shekan maneuvering ballistic missiles,False,True,False,False,False,False,True,False,False,False,,,,,False,True,True,False,,False,,,,,,True,False,"Israeli government complex Tel Aviv, military/security centers Haifa, East Jerusalem; Netanyahu's office (Tel Aviv); Saudi Aramco facility","IL, SA","Israel, Saudi Arabia",True,True,True,True,False,False,,,32.09,34.78,False,Central Iran,33.5,52.0,True,,,,True,True,False,,,,,True,,,,,,,"IRGC claims hits on Israeli government complex in Tel Aviv, military/security centers in Haifa, and East Jerusalem. Strike in Beersheba injured at least 10.",0.0,10.0,0.0,0.0,False,True,True,"Hezbollah re-entered the conflict on March 2, launching rockets and drones at northern Israel from Lebanon. Coordinated with IRGC waves but operationally independent.","Tenth wave; featured advanced Kheibar Shekan maneuvering missiles (MaRV-equipped, Mach 8, 500-1500kg warhead). IRGC stated it 'opened the great gates of fire upon the occupied territories.'","{""verification_status"": ""partially_confirmed"", ""source_category"": ""iranian_state_and_aligned_media"", ""bias_warning"": ""Pro-Iranian sources; damage/casualty claims likely exaggerated"", ""sources"": [""wanaen.com"", ""caspianpost.com""], ""claimed_weapons"": [""Kheibar missiles""], ""claimed_targets"": [""Israeli government complex in Tel Aviv"", ""Military and security centres in Haifa"", ""East Jerusalem""], ""claimed_effects"": [""Opened 'great gates of fire' upon occupied territories""], ""irgc_statement_number"": 9, ""notable_claims"": [""Kheibar missile use confirmed by multiple sources"", ""IRGC issued evacuation warning to residents near military bases""]}",IDF assessing damage from advanced missile strikes,,False,False,False,False,True,False,False,True,False,False,"A decapitation-focused wave targeting the Israeli government complex in Tel Aviv, military and security centres in Haifa, East Jerusalem, and reportedly Netanyahu's office in Tel Aviv. A Saudi Aramco facility was also targeted. The explicit targeting of political leadership marked a new threshold in Iranian escalation."
tp4_w11,tp4,11,,,2026-03-02T10:00:00Z,IRGC,2026-03-02T09:30:00Z,2026-03-02T11:30:00+0200,2026-03-02T13:00:00+0330,5.0,5.0,3,6.0,,,"Missiles, drones",True,True,False,,,,,,True,False,True,,,,False,False,False,False,,False,,,,,,True,True,"US intelligence centers and military support warehouses in Persian Gulf, Israeli army communications complex Beersheba, 20+ sites in Tel Aviv/West Jerusalem/Galilee; Paphos Airport Cyprus (evacuated); Akrotiri Cyprus (sirens); Aramco Ras Tanura Saudi Arabia (refinery fire); Qatar LNG facilities; Mina Salman port Bahrain; Duqm/Oman maritime targets; US-Jordanian embassy evacuated","AE, BH, CY, IL, JO, KW, OM, QA, SA","Bahrain, Cyprus, Israel, Jordan, Kuwait, Oman, Qatar, Saudi Arabia, United Arab Emirates",True,True,False,True,True,False,Mina Salman Naval Base,,31.9875,35.07,True,Western Iran,34.31,47.07,True,,,,True,True,False,,,,,True,,,,,,,"IRGC claims strikes on US intelligence centers, military support warehouses in Persian Gulf, Israeli army communications complex in Beersheba, 20+ points in Tel Aviv/West Jerusalem/Galilee",0.0,0.0,0.0,0.0,True,False,True,"Hezbollah re-entered the conflict on March 2, launching rockets and drones at northern Israel from Lebanon. Coordinated with IRGC waves but operationally independent.",Eleventh wave; naval and aerospace IRGC units. Targeted communications and intelligence infrastructure. IRGC claims 500 sites targeted in preceding 48 hours.,"{""verification_status"": ""unconfirmed"", ""source_category"": ""iranian_state_and_aligned_media"", ""bias_warning"": ""Pro-Iranian sources; damage/casualty claims likely exaggerated"", ""sources"": [""ina.iq"", ""english.almanar.com.lb"", ""shafaq.com""], ""claimed_weapons"": [""Rockets"", ""Drones""], ""claimed_targets"": [""Beersheba (ongoing)"", ""US military support information centers"", ""US storage facilities"", ""Israeli army communications complex""], ""claimed_effects"": [""500 sites targeted over past 48 hours (cumulative waves 1-11)""], ""irgc_statement_number"": null, ""notable_claims"": [""Cumulative 500 sites claimed targeted in 48 hours""]}",,,False,True,True,False,False,False,True,True,False,True,"The most geographically expansive wave of the entire conflict. Targets spanned US intelligence centres and military warehouses across the Gulf, an Israeli army communications complex in Be'er Sheva, over 20 sites in Tel Aviv, West Jerusalem, and the Galilee. Paphos Airport in Cyprus was evacuated, Akrotiri had sirens, Aramco's Ras Tanura refinery caught fire, Qatar LNG facilities were targeted, and the US-Jordanian embassy was evacuated. The wave demonstrated Iran's ability to threaten targets across an enormous geographic arc simultaneously."
tp4_w12,tp4,12,,,2026-03-02T14:30:00Z,IRGC Navy,2026-03-02T14:00:00Z,2026-03-02T16:00:00+0200,2026-03-02T17:30:00+0330,5.0,5.0,3,4.5,,,"26 attack drones, 5 ballistic missiles, Fattah-2 hypersonic missile",True,True,False,False,False,False,False,True,True,False,True,,,,False,True,False,True,,False,,,,,,False,True,"US Arifjan base Kuwait, US Al Minhad command center UAE, US naval facilities Bahrain, fuel tanker Athens Nova in Strait of Hormuz; Port Fujairah UAE; Dubai UAE (ballistic missile); Sulaymaniyah Iraqi Kurdistan; Erbil Iraq","AE, BH, IO, IQ, KW","Bahrain, British Indian Ocean Territory, Iraq, Kuwait, United Arab Emirates",False,False,False,False,False,False,"Camp Arifjan, Al Minhad Air Base",Athens Nova,28.93,48.1,True,"IRGC naval positions, western Iran",34.31,47.07,True,,,,False,True,False,,,,,False,,31.0,,31.0,,,IRGC Navy claims: Arifjan base Kuwait hit by 12 drones in two phases; Al Minhad base UAE hit by 6 drones and 5 ballistic missiles; US naval facilities Bahrain destroyed by 6 drones; fuel tanker Athens Nova in Strait of Hormuz struck by 2 drones and still burning.,0.0,0.0,0.0,0.0,False,True,True,"Hezbollah re-entered the conflict on March 2, launching rockets and drones at northern Israel from Lebanon. Coordinated with IRGC waves but operationally independent.",Twelfth wave; IRGC Navy-led maritime campaign. 26 drones and 5 ballistic missiles targeting US assets in three Gulf countries plus Strait of Hormuz maritime target.,"{""verification_status"": ""unconfirmed"", ""source_category"": ""iranian_state_and_aligned_media"", ""bias_warning"": ""Pro-Iranian sources; damage/casualty claims likely exaggerated"", ""sources"": [""shafaq.com""], ""claimed_targets"": [""Multiple US military sites in Gulf"", ""US vessels in Gulf"", ""Ali Al-Salem Air Base (Kuwait)"", ""Three US naval facilities in Kuwait"", ""USS Abraham Lincoln""], ""claimed_effects"": [""Ali Al-Salem Air Base rendered inoperative"", ""Three US naval facilities destroyed"", ""USS Abraham Lincoln forced to withdraw from position""], ""irgc_statement_number"": null, ""notable_claims"": [""Claimed carrier forced withdrawal - highly dubious"", ""Ali Al-Salem inoperability claim""]}",,,False,True,False,True,True,False,False,False,False,False,"Strikes on Camp Arifjan in Kuwait, the Al Minhad command centre in the UAE, US naval facilities in Bahrain, and the fuel tanker Athens Nova in the Strait of Hormuz. Port Fujairah in the UAE, Dubai (hit by a ballistic missile), and targets in Iraqi Kurdistan including Sulaymaniyah and Erbil were also struck. The targeting of Dubai with a ballistic missile was a major escalation."
